,song,lyrics
167,megaverse,One  two  three. Run along with the gods  jumping between every verse. The multiverse ain't ready for our universe.  Jump  force . First  second  third  fourth wall. We're breakin' them all  unbeatable score. Our composition brings the competition. But we've already won in this megaverse. Get your feet moving  get your tongue working  let it pop. Pop  pop  pop  this place is all ours. Popstar  festa  we will never get down on our knees. Slap on the knee  slap on the head. Those who yelled at us  all just shut up. Replay the scene every     seconds. Jaws drop in disbelief. Speechless  wordless. I don't need your kindness. Only after spitting out my words. Do I feel good and satisfied. Here we come  Du du . Open your ears. Better prepare a big bowl  or else. The tears of admiration will spill over. Welcome to the Stray Kids Hot Megaverse.  Hoo . Stray Kids.  Hoo . Welcome to the Stray Kids Hot Megaverse. Got the mic  here comes a big one  hold up high Atlas. Swallow up everything in sight  make ours every song form  megaverse. It's an obvious ending  eventually see the end of it  Megatron. Influence amplified  whisper into the megaphone  Woah . Gather up  spread around hooligans. Let it storm out of the way. Point a gun at the mouth talking nonsense  click. We make the rules  nobody can hold me  yeah. Can't resist hearing  listen and remember. Move over  I'm in charge now  it's a new chapter. Next one  my word  power keeps growing. Hit the high peek  then go random  ayy. See me rise  I came from down below. Struggled to get to this point  ayy. Now I'm way up here. Like I said  my place is at the top. Speechless  wordless. Mouth hung open  don't know where to look. You know we're getting fearless  reckless. Our music echoes through the galaxy. Hey  we act the way we think  the way we feel. Listen and do the same  we make it real. Every time we move. The universe will follow. Welcome to the Stray Kids Hot Megaverse.  Hoo . Stray Kids.  Hoo . Welcome to the Stray Kids Hot Megaverse. My voice is so grand deep  you better run. A unit of measure for this degree of scale  megaton. No one else stands a chance. Stray Kids.  Hoo . This our megaverse  big bang  your body shakes.  Stray Kids everywhere all around the world . 'Cause we making bangers  yeah  yeah.  Stray Kids everywhere all around the world . This our megaverse  big bang  everything shakes.  Stray Kids everywhere all around the world . Welcome to the Stray Kids Hot Megaverse. 
168,lalalala,Welcome to heaven  Rock . Thunderbolt  Rock . City's rock  Rock . Having fun is all that matters  Rock . No more worries  Rock . Hard nights  Rock . Hanging in until it's over  after pain comes joy  Rock . Trivial thoughts and worries okie  dokie. No more stupid stuff move  move. This is a beehive  bees everywhere. If you can't hide from it  put up with getting stung. Burst your eardrums bang  bang  Head banging with soaking wet hair. Tighten your belt and keep moving without stopping. Throw away the needless formalities. There are no boundaries in enjoying ourselves. A joy so great it's immeasurable good day. Lock  lock  unlock. Just feel the rhythm of the world. 'Cause we will make it rock. Twist  turn and roll  throw yourself out there. Face all the noise of the world. La la la la  la  la la la la. Just feel the rock  we let it rock  La la la la  la  la la la la . Just feel the luck  we let it rock  La la la la  la  la la la la . Feel the tune rock  rock  rock. Till you go crazy  la la la la. La la la la  la  la la la la. Inhale c'mon breathe oxygen  gotta move fast that body. Guitar  bass  drums  paint those nails pitch black. We gon' rock  rock  the moves don't stop stop. Go for rock. Yeah  we tick tock  boom chiki ta. Shout into the mic  just enjoy  it's music after all. Put a lock on your worries  this song is like medicine. Untie your hair  the genre itself is called joyful rock  Oh  yeah . Mix a bit of everything on the empty stage. Stir it up over there  c'mon and transform yourself stunner. Bet you've never seen a stage like this  in a flash. Eyes are wide open. Show all you've got  don't leave anything undone. Just feel the rhythm of the world. 'Cause we will make it rock. Twist  turn and roll  throw yourself out there. Face all the noise of the world. Ready for anything  so sick. Wherever there is music move and show it. Day and night  we live for rock  Oh  shoosh. There's nowhere to hide  we just crash. Bang  bang make that noise. Blast away the silence and negative energy. La la la la  la  la la la la. La la la la  la  la la la la. Just feel the rock  we let it rock  La la la la  la  la la la la . Just feel the luck  we let it rock  La la la la  la  la la la la . Feel the tune rock rock rock. Like crazy  la la la la. Rock and roll. We dancing till we fall. No stopping  here we go.       keep it going on. Rock and roll. We dancing till we fall. No stopping  here we go. No stopping  here we go. Here we go. 
169,blindspot,            .                 .               .                     .            .                      .                          .                     Yeah yeah. They only look at the results and success. Blinded by our glowing process.            .           . Show them what you're made of. Your endless nights deserve a loud ovation. Shine bright and prove them wrong. 'Cause we can feel our progress. Shining  we are the champions. Trying to make a difference.        .          . I'm still there in the blind spot. Shining  we are the champions. Dying to live for greatness.        .        . We'll meet outside the blind spot.                   . I ain't gonna stop  oh  no  no  no.                      . I'm just gonna stomp and let it go.                         .                       .                      .                       . They only look at the results and success. Blinded by our glowing process.            .           . Show them what you're made of. Your endless nights deserve a loud ovation. Shine bright and prove them wrong. 'Cause we can feel our progress. Shining  we are the champions. Trying to make a difference.        .          . I'm still there in the blind spot. Shining  we are the champions. Dying to live for greatness.        .        . We'll meet outside the blind spot. Creating treasures in this lightless lonely night  I'm fine  never giving up .              .               . It's time to light up  start now. Shining  we are the champions. Trying to make a  Hey . Shining  we are the champions. Dying to live for greatness. Shining  we are the champions. Trying to make a  Hey . Shining  we are the champions. Dying to live for greatness. Shining  we are the champions. Trying to make a  Hey . Shining  we are the champions. Dying to live for greatness. Shining  we are the champions. Trying to make a. Shining  we are the champions. Dying to live for greatness. 
170,comflex, Ooh                   .  Ooh                   .  Ooh         No thanks       Master key.                      .             .                   .               .               . Try me  judge me. 'Cause I don't give a  . The way you look at my book cover. I ain't triggered  by all means. Embracing all my scars and imperfections. Turn the tide all my cons are my pros now. Flexing complexes  just COMFLEX. Too bright  I'm so flashy. Different  No  I'm unique. That's right  I'm so classy. Nobody can stop me. Complex.              COMFLEX.              Complain.         COMFLEX  COMFLEX.                      .                          .                    .                    COMFLEX.                 .                     .                  .                     . Try me  judge me. 'Cause I don't give a  . The way you look at my book cover. I ain't triggered  by all means. Embracing all my scars and imperfections. Turn the tide all my cons are my pros now. Flexing complexes  just COMFLEX. Too bright  I'm so flashy  Ooh . Different  No  I'm unique  Ooh . That's right  I'm so classy  Ooh . Nobody can stop me. Complex.              COMFLEX.              Complain.         COMFLEX  COMFLEX  Ooh . Showing off my weakness. I'm not gonna hide it. Look how shiny it is. This is my pride  got it   Yeah .         It's so beautiful though.          Yeah  that is what I want .                . Combine complex and flex  COMFLEX. Not being perfect is all it takes 'cause we're perfect. Nothing can make the standard  show us some respect. Not being perfect is all it takes 'cause we're perfect. Love me the way I am. Flexing complexes  just COMFLEX. Too bright  I'm so flashy  Ooh . Different  No  I'm unique  Ooh . That's right  I'm so classy  Ooh . Nobody can stop me. Complex.              COMFLEX.              Complain.         COMFLEX  COMFLEX  Ooh . 
171,coverme,              . Why do I feel so lonely in this night .           .           Starry night.                   .                .             .              .                 . I don't know.         .          .               .                .                .               .    . Needle in a haystack       .                    .                 .                  . Yeah  I tried to hide away from all the sorrow and pain. But little did I know that I was going insane. The sun will always be there waiting after the rain.                     . I don't know.         .          .               .                .                .               .    . I can't take it anymore  what should I do .               . So cover me now. Cover me now.               .                .                .               . 
172,leave,Oh  baby  please don't hurt me.        .              .       . Oh  baby  please stop for me.        .              . Yeah  we're done.                .                  .                    .                    .                  .                   .              .                     .          .          .              .                .          .         .              .              . I'm afraid  I'm in pain  I'm okay.                 .         . A lonely leaf sits right next to me. Oh  baby  please don't hurt me.        .              .       . Oh  baby  please stop for me.        .              . Yeah  we're done.           .                    .                .                     .          .                  . I'm sorry.            .                    .                   .                  .                . I'm afraid  I'm in pain  I'm okay.                 .         . A lonely leaf sits right next to me. La  la  la  la  la  la  la  la  la. La  la  la  la  la  la  la  la  la. La  la  la  la  la  la  la  la  la. I'm missing you. Oh  baby  please don't hurt me.        .              .       . Oh  baby  please stop for me.        .              . Yeah  we're done. La  la  la  la  la  la  la  la  la. La  la  la  la  la  la  la  la  la. La  la  la  la  la  la  la  la  la. I'm missing you. 
173,socialpathkoreanversion,Gave up my youth. For my future. I just want to. Rise up stronger. Where am I right now .          .                  . I won't miss it  Now or Never .          .             .              .           . You're wrong        .           .              .                . I know it's gon' be lonely. 'Cause everyone keeps turning me down. Countless new surroundings. Cold eyes keep looking me down. I'm still in the crowd  alien of the town. Yeah they want me to give up right now. They're making me laugh it's so loud. Waking the demon that's hiding inside. You only get to live one life I know I'm ready. Take that chance no matter what they tell me. I cannot explain this feeling. Yeah this path was meant to be my dream. Look back  the ashes prove my. Passion always burns eternally. No regrets  I love this feeling. Down on this road  call it the Social Path. I'm tossing  turning in my bed. Them voices in my head again. I gotta shake 'em off now  Now or Never . Never knew I'd see so many people come and go. I see the mirror  it's only me. Evil thoughts taking over  I'ma let it go. I fight myself  it's only me. I know it's gon' be lonely. 'Cause everyone keeps turning me down. Countless new surroundings. Cold eyes keep looking me down. I'm still in the crowd  alien of the town. Yeah they want me to give up right now. They're making me laugh it's so loud. Waking the demon that's hiding inside. You only get to live one life I know I'm ready. Take that chance no matter what they tell me. I cannot explain this feeling. Yeah this path was meant to be my dream. Look back  the ashes prove my. Passion always burns eternally. No regrets  I love this feeling. Down on this road  call it the Social Path. No way back to the past  I'll step ahead. Go right in front of me.                     .                   .                  .         I will rise up. Gave up my youth. For my future. I just want to. Rise up stronger. I'm gonna look back  the ashes prove my. Passion always burns eternally. No regrets  I love this feeling. Down on this road. Call it the Social Path. 
174,lalalalarockversion,Welcome to               .                     .                    .                   .            .            .           .               .        Bang bang              .                           .               .              .             Good day. Lock  lock  unlock. Just feel the rhythm of the world. 'Cause we will make it rock.       Roll        .            . Lalalala la lalalala. Just feel the rock We let it rock.  Lalalala la lalalala . Just feel the luck We let it rock.  Lalalala la lalalala .         .      Lalalala. Lalalala la lalalala. Inhale                       . Guitar  bass  drums            Nails . We gon' rock rock      Don't stop  stop.  Go for rock . Yeah  we tick tock boom chiki ta.    Mic    Shout             .    Lock            .                   Oh yeah .              .                 Stunner. Bet you've never seen a stage like this   .         .            . Just feel the rhythm of the world. 'Cause we will make it rock.       Roll        .            .        So sick.              Move and show it.                  Oh  .            .         .               . Lalalala la lalalala. Lalalala la lalalala. Just feel the rock We let it rock.  Lalalala la lalalala . Just feel the luck We let it rock.  Lalalala la lalalala .         .      Lalalala. Rock and roll. We dancing till we fall. No stopping here we go.      keep it going on. Rock and roll. We dancing till we fall. No stopping here we go. No stopping here we go. Here we go. 
175,12345,Wanna fly high. The older I get. It all keeps slipping away  I'm carrying an increasingly high weight load. Seems like it might just work out  but then it's a dead end. I must be in a maze  I'm stuck. Inside my head  there's a traffic  red light. Fatigue is piling up  the maze has turned pitch black. Brake pedal  step on it  beep  beep  beep. If I don't stop now  I'll crash and just get mad  huff and puff. Pedal to the metal  but again  streak  streak. My words are crossed out with a line scratch  scratch. I ain't tryna fight  let me go. Running barefoot  getting scrapes and scratches on my toes. A runway under the sky that looks like it might fall. As the days go by  my shoulders drop lower to the ground. The time is tickin'  moving faster. Time goes by quickly. The moonlight shines past midnight until the next day. Everything is slipping through my fingers. Cynical  things are getting on my nerves. What a day  I'm like a criminal. Nobody seeks me. Let's count one  two  three  four  five. Time is ticking  and the numbers are changing. Only the small LED light flickers. Feels like ooh ooh  ooh ooh  ooh. Next comes six  seven  eight  and nine o'clock. The sun is flashing in the sky so bright. The days are getting longer. Feels like ooh ooh  ooh ooh  ooh ooh  ooh ooh  ooh. Oh  everybody dancing on the stage  not me. On a deserted island  I watch the party. Call yeah         I can't even breathe. Oh  everybody dancing on the stage  not me. On a deserted island  I watch the party. Call yeah         I can't even breathe. Who said  who said . I'll be okay  be okay. Don't say  don't say. I know it's all a lie  oh  please. No lie. Thought my life would be full of starlight  Starlight . For now. No more dreams  everything gets shut down  Mm . Every day is full of flurry. Every single day makes me go crazy  Crazy . Falling on the old faded sketchbook  the drops of rain  yeah  Oh oh . Teach me how to get my smile back. There aren't any clues  somebody help. I just can't wake up  so tired of this nightmare. The time is tickin'  moving faster. Time goes by quickly. The moonlight shines past midnight until the next day. Everything is slipping through my fingers. Cynical  things are getting on my nerves  Mm . What a day  I'm like a criminal. Nobody seeks me. Let's count one  two  three  four  five. Time is ticking  and the numbers are changing. Only the small LED light flickers. Feels like ooh ooh  ooh ooh  ooh. Next comes six  seven  eight  and nine o'clock. The sun is flashing in the sky so bright  Oh oh  oh oh  oh . The days are getting longer. Feels like ooh ooh  ooh ooh  ooh ooh  ooh ooh  ooh. Oh  everybody dancing on the stage  not me  Not me . On a deserted island  I watch the party  Party. Call yeah         I can't even breathe  Breathe . Oh  everybody dancing on the stage  not me. On a deserted island  I watch the party. Call yeah         I can't even breathe. Now I. Ooh  ooh ooh  ooh ooh. Ooh  ooh ooh  ooh ooh. 
176,13,This happiness doesn't seem to be mine. I must let it go  send it far away. Nostalgic memories that last deep inside. They give me a headache. Like the rolling waves. The memories and words we shared wash over me again. Ah ah ah. Ah ah ah. Ah ah ah. Ah ah ah. The night I walked you home. My warm spring days. The day when thick mist filled the air. You were my universe. To do what's best for you  I denied myself. To me it was so perfectly right  but why. What are you sorry for  it was my own will and desire. I could give you my all and it still wouldn't be enough. During days when we were young and na ve  what we loved. Were your pure  clear eyes that gazed into you and me. Ah ah ah. Ah ah ah. Ah ah ah. Ah ah ah. The night I walked you home. My warm spring days. The day when thick mist filled the air. You were my universe. Oh oh  yeah. Oh oh oh oh. Oh oh oh oh. 
177,allinkoreanversion,      we're gonna get 'em. Stray Kids in the building. We're gonna go all in. Just do whatever we want. Holla at ya'll. Ey let's go.              .               .              .                   .               .                 .                        .          .            .          .                 .             .                  .         .         .                     .                   .                 .         .                  .             .                    .  WHAT   . ALL IN.          . ALL IN.          .          NA NA NA.         LA LA LA. ALL IN.        . Stand up and show your skills. You know the drill.                    . Sometimes you feel like giving up.            .             .       we turn the tables. Like ehh.              like. Ehh. Do it do it whoo.                   BANG. I do it with my gang.                .                   .                 .         .                  .             .                    .  WHAT   . ALL IN.          . ALL IN.          .          NA NA NA.         LA LA LA. ALL IN.        .             .      hey hey hey.               . Reset this game  whoa ow .                          .                .                 .             pour up      .            .                . Ain't nobody do it like me.                 .          .                    .  WHAT   .          .          .          NA NA NA.         LA LA LA. ALL IN.        . 
178,behindthelight,                  .                       .                  .                   .                 .         .            .                  .            .           .              .             .           .              .         .          .          .                .                     .                    .              .        .                .                 .               .          . Am I doing right or not.                 .            .                     .         . One for the fame  one for the game.              . One for the way  I'm gonna take.               .         .                .        .               .                        .                           .                 .                     .                   like crosswalk.                      .                      .                        . Ayy  we never give up  yeah  yeah . We never give up  yeah eh. We never give up  yeah eh.         . Oh  I believe my family.            .                .             .   wake up       dreams fade away.                   .            replay.                 .        colourless voices. Stepping in        hopeless choices. I know I can't succeed if I feed like this. Leave like this. Scarred and feared pain like this  yeah. One for the fame  one for the game.              . One for the way  I'm gonna take.               .         .                .        .               .           .                 .             .        .           . One for the fame  one for the game  Oh  oh .                Yeah . One for the way  I'm gonna take.                 Oh oh  oh oh oh oh .           Yeah .                          .          Mm .                                . One for the fame  one for the game.              . One for the way  I'm gonna take.               .         .                .        .               . 
179,blackhole,In the dark night sky. I feel the empty space. The deep chasm between the two stars. That I found at last disappears. After everything crumbles down  another world is born. Shining brightly in front of my eyes. A whirlwind of time and space  the falling sky. Warmly surrounds and caresses me. I fall into you again. Into your heart. Leaving myself to gravity. I'm trapped in your space again. There's nothing I can do. The moment we touch each other amid the stardust. I know that baby you are the one. You and I  our hearts like the stars. Shine brightly for each other. The space that tears apart the night sky. We can't stop.  You  are my fate   I  am your mate. Swirling up the vast emptiness. We will shine. Ooh. Far away in the distance. You're shining in your place. I am drawn to you. And the blank space in that place. Is it a coincidence or is it meant to be . With you I step into this new world. As the two of us scatter apart. We are surrounded by even more brightness. I fall into you again. Into your heart. The way gravity leads me. I'm trapped in your space. And there's nothing I can do. The moment we touch each other amid the stardust. I know that baby you are the one. You and I  our hearts like the stars. Shine brightly for each other. The space that tears apart the night sky. We can't stop.  You  are my fate   I  am your mate. Swirling up the vast emptiness. We will shine. 
180,brokencompass,                     .                   .                     .                      .                  .          .                       .                .                           .               .                 .                .                  .                        .                     .                           .                            .                   .                   .               .                 Jack Sparrow  Jack Sparrow .            .                 .            .              Prr ah  hey .         .          .            .            .        .                . As long as I stay with my heart.                  yeah.                  .               .                .                   .            .               .                      .           . And trust you forever. Yuh                    . I be dreaming high up in the sky  Brr .                     Hey .             just gotta fly. Sail across the world  this is our time. Stray Kids STAY or none  we're gonna cross the finish line. No stopping time when all we see are goals in our sights. No turning back  push forward  rise above the light.            .                 .            .              Prr ah  hey .         .          .            .            .        .                . As long as I stay with my heart.                  yeah.                      .                   . Looking for a road. Got no place to go like.              . It's been a year and it's true now. Call me captain. I'll do it for my crew now. Twenty eighteen       .                  .              .               .                  .                .        .                   .        .                .                     Ooh .            .            .        .                . As long as I stay with my heart.                  yeah. 
181,call,It's been a long time       .              .              .              . Still calling for you Yeah yeah yeah. Still calling for you Yeah yeah yeah. Still calling for you Yeah yeah yeah. Still calling for you.           .           .            .           We so far now.               .            .             .                 . If you still love me like.         .       . Call me           . If you still love me like.         .       . Call me           . It's been a long time       .              .              .              . Still calling for you Yeah yeah yeah. Still calling for you Yeah yeah yeah. Still calling for you Yeah yeah yeah. Still calling for you. Baby I miss you so much now.         Ey. Calling you up.          Say.             Yeah.             Babe.             .         .             .              .         .           . Ring a ling        .                 .    .              .             . It's been a long time       .              .              .              . Still calling for you Yeah yeah yeah. Still calling for you Yeah yeah yeah. Still calling for you Yeah yeah yeah. Still calling for you. 
182,closetoyou,Was it then . When my heart fluttered seeing you twinkle like a star. Looking at you. A night that made my heart flutter again. My heart that I cherished for myself. Can I reach you . Little wishes. I want to tell you. I'll always be there. I'm gonna stay. Next to you  closer to you. Still  always be there. I'm gonna stay. Drawing you in my dreams. I'll wait for you tonight. Always. And always  yeah. In my day. It was full of you. You blooms beautifully  when I close my eyes. I couldn't stop. My smile for you. Spreading out in the sky. Just like my heart that I can't hide. I'll always be there. I'm gonna stay. Next to you  closer to you. Still  always be there. I'm gonna stay. Drawing you in my dreams. I'll wait for you tonight. Days when I spent cold nights awake. I think about you every day. Like a warm light. You came to me. I'll always be there. I'm gonna stay. Next to you  closer to you. Still  always be there. I'm gonna stay. Drawing you in my dreams. I'll wait for you tonight. 
183,contradicting,Why is love so contradicting   Woah . I can't stop it  so addicting  Woah . Why is love so   Why is love so  . Why is love so   Why is love so  . The lights of our warm moments have grown dim. They float around and now sink in my head  we try to find the reason for us. To me  love is not  ayy  To me  love is not . Something that turns off instantly  ayy  Something that turns off instantly . I feel so dry  no matter how much water I drink. I helplessly swallow the night  Swallow the night . Hoping no one sees me  I pull the covers over me. And struggle to hold myself down and stay strong. For me  love does not have an expiration date. Even if I go back  I'll repeat the same mistake. Can't hide it  the chaos of honesty and lies. I loved you but the end is the same as everyone else. Why is love so contradicting   Woah . I can't stop it  so addicting  Woah . Why is love so   Why is love so  . Why is love so   yeah. Why is love so contradicting   Woah . I can't stop it  so addicting  Woah . Just fade away  Just fade away . Just get away  Just get away . It feels like I'm on a train running without a destination. The breeze we felt together has calmed down. The sunlight that felt like a blessing is only momentary. Your eyes are swallowed by the waves. Frost builds up in my cold heart. Can't hide it  even if I wipe it away it soon builds again. The promises we made have now. Turned into bubbles and disappear far away before my eyes  ayy. So I just wanna go back. Our time returns to a blank space again  yeah. Started out as a novel. But while writing the last chapter it ended up as poetry. Stories of memories are put behind. The paragraph about the goodbye is short but deep. Highlighted with sadness and freshness. The song I write with the tip of my finger  Crying all day . Why is love so contradicting   Woah . I can't stop it  so addicting  Woah . Just fade away  Just fade away . Just get away  Just get away . Why is love so contradicting   Woah . I can't stop it  so addicting  Woah . Just fade away  Just fade away . Just get away  Just get away . 
184,cypher,Soles of my shoes cracked  a stretched out tee. A band aid on my torn up knee would be a luxury. My vocal chords tear in front of the pop filter. These are all my wounds  my scars  they're my tattoo. I won't cover them   I'll show all I've got. I won't hide them   it's fine if they all show. The pains and failures that make you. Want to give it all up are just an excuse. I'll take it all  I'll ruin myself. When i ruin myself more. Knock knock  you you never want anything more than me being smart. I lose  lose it because no matter where you go they all say the same thing. They strike with their stinging words. Everything's taken as just acceptance  agreement  submission  or defiance. But we won't take it  our opinions and thoughts are like cutting scissors. Silence does nothing. The value of our learning here is nothing in front of the goals i hold. It dirties our lives. I won't unclench my fist. If what you mean by  teaching . Is telling me to quit then just kill me  kill me bang. Wanna be the gang. The moment you're faced with giving up your dream you've lost. Break away from the prejudice that we're sure to fail. I can show all the cards in my hand  I won't lose either way. Imma look back  Imma look back  Imma look back to the future in fact. My past dreams become reality and i awaken from my terrible nightmare. I woke and hit refresh to write out the things I want again. I whip myself with dissatisfaction  and that's what brought me here. I do it for my team  I do it for my fan. I keep making it past each and every level. I roll out a red carpet across Korea in front of my excited gait. Anything that gets in my way I just kill it  click clack chick chick bang. The idiots who want nothing more than thrills gather on thin ice. I don't bother voicing my complaints out and around. Just in front of myself and how I'm dissatisfied now. It's been a while since I found a seat i wanted to be my own. There won't be any way to avoid some blood. I have always wanted more  if I didn't how could I get anything . I want more and more  I need it all to be satisfied. Even if I can't pick the stars from the sky I need to at least make it up there. If I make it and fall like a shooting star I still know i started from the bottom. No matter what others think of me  that's what makes me what I want to be. Fine  keep ignoring me  that's exactly what will make me scarier for you. Cross mountain after mountain. River after river  just cross it all. Cross the mountain to the range  the river to the sea. I make it past it all and see what's next. They say low expectations means you can't be disappointed. But i have high expectations for everything. I shoot my expecations knowing I'll make a goal. I won't ever accept a miss. I'll win     of     battles.      exploding potential. I spit in the face of retreat with my spirit and bravery. I'll win     of     battles. I burn my passion. I never learned to fear failure. I'm so confident it's overflowing. I'm certain I'll make it so I set up my dream. 
185,doubleknotjapaneseversion, .            .               No more.             I'll be runnin'.           Movin'. Now I'm free  Get up.       Anywhere now. Free  Get up.      Run my way now. Free  Get out.      Need no help at all. Da dadada dada da da da.            .          .          .         . Dramatic       . I'll be            end. Produce    . Life's master piece so. Grab dem     . I tighten my Double Knot. I tighten my Double Knot.      Go out Go go.     Go now Go go.      Go out Go go.      . Da dadada dada da da.      Dice.      Coin.              .          Going. Even though         . Even though        . Ain't about a thing that you.              . Now I'm free  Get up.       Anywhere now. Free  Get up.      Run my way now. Free  Get out.      Need no help at all. Da dadada dada da da da.           .          . Now we see         .          . Go  Break all the  break all the rules.       .       We go. Grab dem     . I tighten my Double Knot. I tighten my Double Knot.      Go out Go go.     Go now Go go.      Go out Go go.      . Da dadada dada da da. Don't even matter ey ey. Wherever I go  ey ey. I do what I do      . I don't give a. Double knot. Double knot. Ga  Ga  Ga  Ga . Ga  Ga  Double knot. 
186,foryou,       .                  .                   .                .                  .             .       .             .             .           .            .            .         .          .          .        .         .          .           .         .          .          .           .          .             . Yeah  I know  we know.                 ayy.          oh no.             .              . Blessings wait for you  Hey . For you  Hey .            .              .              .             .               .              .          .          .         .          .           .           .                .                  .                   Yah .               .                  . Tick tock            .               . Just please stop asking how I did it leave my business. 'Cause ma markings on my papers tell me that I'm really useless. But again  I'm just getting started  there's always other ways. Gotta fill up my story  this is my buffet. Yeah  I know  we know.                 ayy.          oh no.             .              . Blessings wait for you  Hey . For you  Hey .               .                    .                   .                  .            .         .               .             .            .        .            . It ain't over. It ain't over. It ain't over.              . Blessings wait for you  Hey . For you  Hey . Blessings wait for you  Hey . For you. 
187,godsddududdudu,This is our tang tang tang tang. Ddu Ddu Ddu Ddu Ddu. This is our tang tang tang tang. We'll light a fire in your eyes. I just wanna  oh . Oh  hello  How are you . I'm fine  thank you  and you . Today I think something crazy is going to happen. Oh  I think it's ready. New menu  high quality sound skz will start delicious music. Mm. Hit you with that ddu du  ddu du  du. Ah yeah  ah yeah. Hit you with that ddu du  ddu du  du. Hit ya  hit ya. Ah yeah  ah yeah. Hit you with that ddu du  ddu du  du. Spit out the ddu ddu ddu ddu ddu. Snap your neck ttuk ttuk ttuk. Peel off the mask of the innocent sheep. A wolf with eyes gone mad  I'm a sucker for pain. Control the unnecessary tension. I am thirsty at the summit  give me some water. I want it. I am predator of any prey that comes my way. I can't pretend to be nice. No thanks to joking around from the first round. Better raise up your head. I'll show you up when you're off guard. Pull up  trigger reload. Chik it  bang . Yes I will soon. Even if I die  I'll do it with a smirk and brrr. Think twice. I can't pretend to be nice like everyone else. Don't be mistaken. It's for me to smile easily. You probably still don't know me well. If you really want to  test me. You are as obvious as seeing the fire. If you wanted something easy. Oh  wait 'til I do what I do. Hit you with that ddu du  ddu du  du. Ah yeah  ah yeah. Du  du  du  du  du  du. Ah yeah  ah yeah. Hit you with that ddu du  ddu du  du. Yoh. I can t cover everything back and forth. The veins that rise in my neck are my megaphones. The listeners are more breathless than I am. The crisis is just firewood to set the atmosphere  welcome. I decided and broke it in a short time. Reveal your true color and raise my gun. Pow  Pow  Pow . Say  Pow  Pow  Pow . Choke on what you make. Spit that fire Gordon Ramsey. I be coming from behind. Like you never saw it coming. It's that coming back. When our kingdom falls we ambush. Time for payback. So sit back. This squad's gonna head shot. Y'all like du du du. Think twice. I can't pretend to be nice like everyone else. Don't be mistaken. It's for me to smile easily. I'm not sure yet  if you want  test me. You are as obvious as seeing the fire. If you wanted something easy. Oh  wait'til I do what I do. Hit you with that ddu du  ddu du  du. Ah yeah  ah yeah. Hit you with that ddu du  ddu du  du. Ah yeah  ah yeah. Hit you with that ddu du  ddu du. What you gonna do when I. Come  come through with that  that  uh. Uh huh. What you gonna do when I. Come  come through with that  that  uh. Uh huh. Burn this place like it's      degrees. Open fire  incite with our raised flag. Without hesitation Without hesitation. I'm breaking it up I'm breaking it up. If you're gonna get in our way  stop before you get hurt. Oh  You're still here . I know right  the performance is fantastic . Oh  this  Uh    We borrowed this from a little ant guy. But with this  we're gonna blow this place up. You ready . Stray Kids . Ho . Stray Kids . It's hot  it's hot  it's hot like fire  Fire . It's hot  it's hot  it's hot like fire  Fire . Stray Kids World Domination . Stray Kids everywhere all around the world. Stray Kids everywhere all around the world. Stray Kids everywhere all around the world. Hit you with that  hit you with that. Du  du  du  du  du  du. 
188,hellostranger,        .         .        . Movin'  movin'  movin'  movin'  movin'.        .        .        .              .       .                       .       .                   .                  .                     .                 .               .             .           .              .                     .               . Hello Stranger       .         .     .             .               .              . Stranger. Hello Hello Hello Hello Hello.          .          . Closer.                    . Hello Stranger      .         .               .         .                .         .               .                 .              .       .                       .       .                   .               .                  .               .                        .                     .               . Hello Stranger       .     .             .               .              .          .          .         .          .           .      . Hello Stranger       .         .     .             .               .              . Stranger. Hello Hello Hello Hello Hello.          .          . Closer.                    . Hello Stranger      . 
189,herealways,It's kinda awkward. A day alone. Whispering without anyone noticing. The night I wandered  calling for you. If I close my eyes. A warm feeling. The cold season blows inside me. Slowly  I. I'm still here always. At every stop. I miss you  by your side. Always in the same place  by your side. Here always. Stay by me. By my side  ayy. And stay with me. If there is a name. That I call you. Is it a shining sea or. Should it be my world . If I close my eyes. Ringing in my ears. Your faint waves come into my dreams. Spread full. I'm still here always. At every stop. I miss you  by your side. Always in the same place  by your side. I stay here always. In my heart it became clear. A little closer  by my side. With your smile by my side. Here always. Always. Ooh  ooh ooh  ooh. I'll call your name. Like the sunlight. That has just approached. 
