,song,lyrics
167,megaverse,  un deux trois run along with the gods jumping between every verse the multiverse aint ready for our universe jump force first second third fourth wall were breakin them all unbeatable score our composition brings the competition but weve already won in this megaverse 바삐 또 굴리는 발바닥 바삐 또 굴리는 혓바닥 터뜨려 pop pop pop 어디든 섭렵해 싹 다 다 popstar festa 안 꿇어 무르팍 무릎 팍 치고 머리 팍 치고 윽박지르던 놈들은 다 닥치고 공점일 초마다 돌려보는 컷 헛것이라도 본 듯 입이 떠억  speechless wordless i dont need your kindness 오직 내 걸 뱉고 나서야 속 편해 우리가 나왔다 나와 두두 두 귀를 열어라 큰 대야를 준비해 그릇이 작으면 넘쳐흘러 감동의 눈물  welcome to the stray kids hot megaverse hoo stray kids hoo welcome to the stray kids hot megaverse  mic 잡았다 큰 거 하나 온다 떠받들어라 atlas 닥치는 대로 집어삼켜 소화해 모든 song form megaverse 결말을 뻔하게 만들어 결국 끝을 보지 megatron 영향력은 증폭돼 속삭여도 megaphone woah 같이 모여 퍼뜨려 hooligans 몰아치게 놔둬 out of the way 헛소리는 입에 조준 철컥 we make the rules nobody can hold me yeah 안 듣고 못 배겨 들어보고 새겨 비켜 삥 둘러 봤자 바뀐 패권 chapter 다음 거 my word power 올라가 high 찍고 바로 random ayy 올라가지 저 밑에서 발버둥 치다가 왔지 ayy now 여기 위에서 말한 대로 내 위치는 top이지  speechless wordless 입 벌린 채 눈 둘 곳 없어 you know were getting fearless reckless 은하계에 울려 퍼지는 우리 음악 소리 hey 생각하는 대로 행동 우리 feel로 듣고 따라 우린 만들어 현실로 every time we move the universe will follow  welcome to the stray kids hot megaverse hoo stray kids hoo welcome to the stray kids hot megaverse  웅장한 내 목소리 you better run 이 정도의 스케일 측정 단위 megaton 웬만해선 절대 누구에게 안 꿀려 stray kids  hoo  this our megaverse big bang your body shakes stray kids everywhere all around the world cause we making bangers yeah yeah stray kids everywhere all around the world this our megaverse big bang everything shakes stray kids everywhere all around the world welcome to the stray kids hot megaverse  
168,lalalala,  welcome to 극락 락 날벼락 락 도시의 락 락 즐기면 그만 락 없지 고난 락 역경의 밤 락 지새우면 끝 고생 끝에 낙 락  잡생각 고민 오키도키 안 해 뻘짓 도피도피 여긴 벌집 벌투성이 피할 수 없음 쏘이고 보자  고막 터뜨려 bang bang 흠뻑 젖은 머리 헤드뱅잉 졸라맸던 허리띠 더 꽉 매고 움직여 쉴 새 없게 주제넘게란 말 집어치운 채 즐김은 위아래 없는 축제 행복 지수 측정 불가 good day lock lock unlock  just feel the rhythm of the world cause we will make it rock 몸부림치며 roll 냅다 던져버려 맞닥뜨려 세상의 소음  lalalala la lalalala just feel the rock we let it rock lalalala la lalalala just feel the luck we let it rock lalalala la lalalala 노랫가락 락락락 미치도록 lalalala  lalalala la lalalala  inhale 빨리 산소 호흡해 바쁘게 움직여야 해 몸 guitar bass drums 또 새까맣게 칠하지 nails도 we gon rock rock 움직임은 dont stop stop go for rock  yeah we ticktock boom chikita 여기 mic 위에 shout 다 즐겨라 걍 음악이다 걸어 lock 근심에 이 노래는 삼 머리 풀어 장르부터 즐거울 락 oh yeah  이것저것 빈 무대에 섞어 저기 반응 약해 빨리 변신해 stunner bet youve never seen a stage like this 번쩍 떠 버리지 눈이 남은 기대들마저 털어  just feel the rhythm of the world cause we will make it rock 몸부림치며 roll 냅다 던져버려 맞닥뜨려 세상의 소음  가리지 않아 so sick 어디든 흘러나오는 대로 move and show it 낮이고 밤이고 낙으로 살아가지 oh 쉿 피할 곳 없이 부딪혀 쾅쾅 쳐 대자고 정적과 부정적 에너지 타파  lalalala la lalalala lalalala la lalalala  just feel the rock we let it rock lalalala la lalalala just feel the luck we let it rock lalalala la lalalala 노랫가락 락락락 미치도록 lalalala  rock and roll we dancing till we fall no stopping here we go 247 keep it going on  rock and roll we dancing till we fall no stopping here we go no stopping here we go here we go  
169,blindspot,  어두운 밤 소리치는 날 아무도 내 모습 몰라도 괜찮아 빛나는 도착 지점 뒤 몰락 했던 모습은 숨겨 누구도 그걸 못 봐  천하태평하대 하대 저문 하늘 밑 뜀박질하며 악해 악해 모든 순간들이 기억 속에 차 있네 차 있네 맨몸으로 부딪히며 걸어왔네 떳떳하게 yeahyeah  they only look at the results and success blinded by our glowing process 보이는 게 다가 아냐 사각지대 속에 감춘  show them what youre made of your endless nights deserve a loud ovation shine bright and prove them wrong cause we can feel our progress  shining we are the champions trying to make a difference 다가오는 빛에 다 와 가는 듯해 im still there in the blind spot  shining we are the champions dying to live for greatness 바라왔던 끝에 다가서는 그때 well meet outside the blind spot  지금 이 순간에도 누가 몰라준대도 i aint gonna stop oh no no no 실패가 눈에 밟혀도 두려움을 다 감추고 im just gonna stomp and let it go  보이지 않는 피와 땀 그 과정 속에 있는 나 이건 나 자신과의 싸움 스스로를 지켜 가 해가 뜨고 지는 밤 하늘 위의 밝은 달 우릴 닮은 듯해 어둠을 감춘 채 떠오른다  they only look at the results and success blinded by our glowing process 보이는 게 다가 아냐 사각지대 속에 감춘  show them what youre made of your endless nights deserve a loud ovation shine bright and prove them wrong cause we can feel our progress  shining we are the champions trying to make a difference 다가오는 빛에 다 와 가는 듯해 im still there in the blind spot  shining we are the champions dying to live for greatness 바라왔던 끝에 다가서는 그때 well meet outside the blind spot  creating treasures in this lightless lonely night im fine never giving up 불씨가 지펴지는 이곳에서 만들어 낸 빛이 결국 밝혀 its time to light up start now  shining we are the champions trying to make a hey shining we are the champions dying to live for greatness  shining we are the champions trying to make a hey shining we are the champions dying to live for greatness  shining we are the champions trying to make a hey shining we are the champions dying to live for greatness  shining we are the champions trying to make a shining we are the champions dying to live for greatness 
170,comflex,  ooh 어리숙하다니 이건 패기 젊은 피 ooh 빈틈을 보여줄게 이건 여백의 미 ooh 수많은 재능 no thanks 하나면 돼 master key 모든 색에 욕심 없어 골라 땄지 검은띠  겁 없이 눌러 스탑워치 시작해 당장 고민만 하다 답 없지 보이는 그대로 있는 그대로 가다 보면 펼쳐져 무한대로  try me judge me cause i dont give a 쉿 the way you look at my book cover i aint triggered by all means  embracing all my scars and imperfections turn the tide all my cons are my pros now  flexing complexes just comflex too bright im so flashy different no im unique thats right im so classy nobody can stop me  complex 있는 대로 보여주지 다 comflex 만족하며 살아 쓸데없는 complain 흠도 매력이지 comflex comflex  삐딱하게 비튼 고개 닿아 어깨 어깨 싸가지 바가지 말 많아도 내 솜씨에 솜씨에 박수가 절로 나와 이 정도의 결함은 있어 줘야 인간미가 있지 이게 내 comflex  뻥 차고 나가 단점은 내 강점 날 밟았다간 피 봐 난 육각형의 압정 약점이 내는 아우성에 더 각성해 감추기에 급급할 때 모두 까고 발전해  try me judge me cause i dont give a 쉿 the way you look at my book cover i aint triggered by all means  embracing all my scars and imperfections turn the tide all my cons are my pros now  flexing complexes just comflex too bright im so flashy ooh different no im unique ooh thats right im so classy ooh nobody can stop me  complex 있는 대로 보여주지 다 comflex 만족하며 살아 쓸데없는 complain 흠도 매력이지 comflex comflex ooh  showing off my weakness im not gonna hide it look how shiny it is this is my pride got it yeah  없애지 않아도 its so beautiful though 닦아내고 밝혀 yeah that is what i want 모두 찌푸려도 신경은 불필요 combine complex and flex comflex  not being perfect is all it takes cause were perfect nothing can make the standard show us some respect not being perfect is all it takes cause were perfect love me the way i am  flexing complexes just comflex too bright im so flashy ooh different no im unique ooh thats right im so classy ooh nobody can stop me  complex 있는 대로 보여주지 다 comflex 만족하며 살아 쓸데없는 complain 흠도 매력이지 comflex comflex ooh 
171,coverme,  달이 이렇게 눈부시는 밤엔  why do i feel so lonely in this night 새벽바람은 마법일까 창문에 걸려 있는 starry night 저 밝은 빛에 뒤척이다 날이 샌다  이유를 알 수 없는 외로움에 걸터앉아 오지 않는 너 숱하게 피어 있는 방황에 어지러워 누가 나를 좀 안아줘  i dont know 뭘 해야 할지도 억지로 웃어 봐도  달이 이렇게 눈부시는 밤엔 누가 저 빛을 가려주길 외쳐 밤이 어느새 끝이 나는 낮엔 따스한 빛을 내리쬐는 빛을 받아줘  needle in a haystack 나를 찾아줘 외롭진 않은데 모든 게 너무 차가워 저 빛의 손을 내게 기울인다면 그동안 얼어붙은 공허함을 녹여줘  yeah i tried to hide away from all the sorrow and pain but little did i know that i was going insane the sun will always be there waiting after the rain 눈 감고서 햇빛을 바라보며 웃어 볼래  i dont know 뭘 해야 할지도 억지로 웃어 봐도  달이 이렇게 눈부시는 밤엔 누가 저 빛을 가려주길 외쳐 밤이 어느새 끝이 나는 낮엔 따스한 빛을 내리쬐는 빛을 받아줘  i cant take it anymore what should i do 오늘은 모른 척 눈감아 줘 so cover me now cover me now  달이 이렇게 눈부시는 밤엔 누가 저 빛을 가려주길 외쳐 밤이 어느새 끝이 나는 낮엔 따스한 빛을 내리쬐는 빛을 
172,leave,  oh baby please dont hurt me 날 울리지 마 널 사랑했던 마음을 아직 못 지웠지만  oh baby please stop for me 더는 울지 마 너를 위한 날 위한 결말 yeah were done  이런 미련은 여운으로 끝내야 아픔 이전의 슬픔 그 전의 감동 너 없는 삶 자신 없어 이게 속내야 드러내지 못해 더 차갑게 뱉은 말투  이해라는 노력으로 맞춰 온 퍼즐 사랑으로 포장하긴 너무 다른 것들 날카로운 조각에 베어서야 알지 우린 아냐 나는 나고 너는 너야  꽃피우다 만 네가 다음 계절을 만나 더 따뜻한 온기를 안고서 지지 않는 꽃을 피우길 바라  허전한 이 마음을 벌써 들켰나 봐 내가 앉은 벤치 그 옆에 낙엽 하나가 내려와 앉아  im afraid im in pain im okay 허전한 마음이 벌써 들켰나 봐 이 벤치에 앉아 a lonely leaf sits right next to me  oh baby please dont hurt me 날 울리지 마 널 사랑했던 마음을 아직 못 지웠지만  oh baby please stop for me 더는 울지 마 너를 위한 날 위한 결말 yeah were done  달과 또 아침 인사 세상은 멈췄지만 계속 돌아가는 시간 밤새 시들어 가는 내가 싫다 아무 생각 없이 너를 찾는 내가 싫다  서로를 위해서라고 내뱉은 내 말에 책임져야 한다고 im sorry 불로 지진 둘의 상처  떨어지는 별빛 사이에 나 홀로 걸어 떨어지기 직전까지 눈물을 다 가둬 떨어지는 내 심장을 겨우 붙잡아 다 찢어진 마음을 붙여 봤자  im afraid im in pain im okay 허전한 마음이 벌써 들켰나 봐 이 벤치에 앉아 a lonely leaf sits right next to me  la la la la la la la la la la la la la la la la la la la la la la la la la la la im missing you  oh baby please dont hurt me 날 울리지 마 널 사랑했던 마음을 아직 못 지웠지만  oh baby please stop for me 더는 울지 마 너를 위한 날 위한 결말 yeah were done  la la la la la la la la la la la la la la la la la la la la la la la la la la la im missing you 
173,socialpathkoreanversion,  gave up my youth for my future i just want to rise up stronger  where am i right now 끝이 없던 긴 밤 날이 밝아 온다 다음이 다가온다 i wont miss it now or never  많은 걸 포기했지 다들 말하는 청춘이라면 수많은 유혹을 참아 냈지 날 만만하게 봤다면  youre wrong 용광로의 광석 더 단단해지는 금속 난 더 견고하게 굳건하게 다신 없을 순간의 끝을 향해  i know its gon be lonely cause everyone keeps turning me down countless new surroundings cold eyes keep looking me down  im still in the crowd alien of the town yeah they want me to give up right now theyre making me laugh its so loud waking the demon thats hiding inside  you only get to live one life i know im ready take that chance no matter what they tell me i cannot explain this feeling yeah this path was meant to be my dream  look back the ashes prove my passion always burns eternally no regrets i love this feeling down on this road call it the social path  im tossing turning in my bed them voices in my head again i gotta shake em off now now or never  never knew id see so many people come and go i see the mirror its only me evil thoughts taking over ima let it go i fight myself its only me  i know its gon be lonely cause everyone keeps turning me down countless new surroundings cold eyes keep looking me down  im still in the crowd alien of the town yeah they want me to give up right now theyre making me laugh its so loud waking the demon thats hiding inside  you only get to live one life i know im ready take that chance no matter what they tell me i cannot explain this feeling yeah this path was meant to be my dream  look back the ashes prove my passion always burns eternally no regrets i love this feeling down on this road call it the social path  no way back to the past ill step ahead go right in front of me  찢긴 청사진을 다시 붙여 날 밀어내도 원래 그랬던 대로 저 위를 달리고 날 서 있는 곳에 맨몸으로 맞서 밤이 또 와도 i will rise up  gave up my youth for my future i just want to rise up stronger  im gonna look back the ashes prove my passion always burns eternally no regrets i love this feeling down on this road call it the social path 
174,lalalalarockversion,  welcome to 극락 락 날벼락 락 도시의 락 락 즐기면 그만 락 없지 고난 락 역경의 밤 락 지새우면 끝 고생 끝에 낙 락  잡생각 고민 오키도키 안 해 뻘짓 도피도피 여긴 벌집 벌투성이 피할 수 없음 쏘이고 보자  고막 터뜨려 bang bang 흠뻑 젖은 머리 헤드뱅잉 졸라맸던 허리띠 더 꽉 매고 움직여 쉴 새 없게 주제넘게란 말 집어치운 채 즐김은 위아래 없는 축제 행복 지수 측정 불가 good day lock lock unlock  just feel the rhythm of the world cause we will make it rock 몸부림치며 roll 냅다 던져버려 맞닥뜨려 세상의 소음  lalalala la lalalala just feel the rock we let it rock lalalala la lalalala just feel the luck we let it rock lalalala la lalalala 노랫가락 락락락 미치도록 lalalala  lalalala la lalalala  inhale 빨리 산소 호흡해 바쁘게 움직여야 해 몸 guitar bass drums 또 새까맣게 칠하지 nails도 we gon rock rock 움직임은 dont stop stop go for rock  yeah we tick tock boom chiki ta 여기 mic 위에 shout 다 즐겨라 걍 음악이다 걸어 lock 근심에 이 노래는 삼 머리 풀어 장르부터 즐거울 락 oh yeah  이것저것 빈 무대에 섞어 저기 반응 약해 빨리 변신해 stunner bet youve never seen a stage like this 번쩍 떠 버리지 눈이 남은 기대들마저 털어  just feel the rhythm of the world cause we will make it rock 몸부림치며 roll 냅다 던져버려 맞닥뜨려 세상의 소음  가리지 않아 so sick 어디든 흘러나오는 대로 move and show it 낮이고 밤이고 낙으로 살아가지 oh 쉿 피할 곳 없이 부딪혀 쾅쾅 쳐 대자고 정적과 부정적 에너지 타파  lalalala la lalalala lalalala la lalalala  just feel the rock we let it rock lalalala la lalalala just feel the luck we let it rock lalalala la lalalala 노랫가락 락락락 미치도록 lalalala  rock and roll we dancing till we fall no stopping here we go 247 keep it going on  rock and roll we dancing till we fall no stopping here we go no stopping here we go here we go 
175,12345,  wanna fly high 나인 들어갈수록 다 잃어가 점점 들어 high weight load 풀릴 것 같으면서도 막힌 건 아무리 봐도 미로 속에 난 stuck 머릿속은 traffic red 신호 몸에 쌓인 피로 새까매진 미로 brake pedal 눌러 beep beep beep 더 이상 가다간 사고 화만 씩씩씩 pedal to the metal but 또 찍찍찍 그어지는 내 말풍선에는 빗빗빗 금 i aint tryna fight let me go 맨발로 뛰어 다 까져 버린 toe 떨어질 듯한 하늘 밑에 runway 날이 갈수록 바닥과 가까워질 어깨  the time is tickin moving faster 시간은 금방 자정을 넘어 다음 날을 맞이하는 moonlight 아무것도 잡히질 않아 cynical 예민해진 신경 what a day im like a criminal 아무도 나를 찾지 않아  lets count one two three four five 시간이 째깍대고 바뀌어 숫자 작은 led light만 깜빡 기분 마치 oohooh oohooh ooh 그다음 시각 six seven eight and nine 해가 번쩍하는 하늘 so bright 하루가 긴 날들이 늘어가 기분 마치 oohooh oohooh oohooh oohooh ooh  oh everybody dancing on the stage not me 무인도에서 구경하는 party call yeah 911 i cant even breathe oh everybody dancing on the stage not me 무인도에서 구경하는 party call yeah 911 i cant even breathe  who said who said ill be okay be okay dont say dont say i know its all a lie oh please no lie thought my life would be full of starlight starlight for now no more dreams everything gets shut down mm 매일이 full of flurry every single day makes me go crazy crazy 이미 오래 바랜 스케치북 위에 떨어지는 rain yeah ohoh teach me how to get my smile back there arent any clues somebody help 도저히 깨지 않아 이 지긋지긋하게 보이는 nightmare  the time is tickin moving faster 시간은 금방 자정을 넘어 다음 날을 맞이하는 moonlight 아무것도 잡히질 않아 cynical 예민해진 신경 mm what a day im like a criminal 아무도 나를 찾지 않아  lets count one two three four five 시간이 째깍대고 바뀌어 숫자 작은 led light만 깜빡 기분 마치 oohooh oohooh ooh 그다음 시각 six seven eight and nine 해가 번쩍하는 하늘 so bright ohoh ohoh oh 하루가 긴 날들이 늘어가 기분 마치 oohooh oohooh oohooh oohooh ooh  oh everybody dancing on the stage not me not me 무인도에서 구경하는 party party call yeah 911 i cant even breathe breathe oh everybody dancing on the stage not me 무인도에서 구경하는 party call yeah 911 i cant even breathe  자 난 ooh oohooh oohooh ooh oohooh oohooh  
176,13,  이 행복은 내 것이 아닌듯해 떠나보내야 해 멀리 지독히 내게 안긴 향수들에 머리가 아파오네  파도가 밀려오는 것처럼 나를 뒤덮는 너와의 기억들과 말들이 또 날  ahahah ahahah ahahah ahahah 널 바래다줬던 그 밤 내 따뜻한 봄날 물안개가 짙었던 낮 우주였던 너야  너를 배려해 날 포기한 게 당연한 줄 알았었는데 넌 왜 뭐가 미안해 내가 원한 건데 전부를 줘도 아깝지 않았었는데  철없는 날의 우리가 사랑했던 건 서로를 바라봤던 순수한 너의 눈동자  ahahah ahahah ahahah ahahah 널 바래다줬던 그 밤 내 따뜻한 봄날 물안개가 짙었던 낮 우주였던 너야  ohoh yeah ohohohoh ohohohoh  
177,allinkoreanversion,  2020 were gonna get em stray kids in the building were gonna go all in just do whatever we want holla at yall ey lets go  시작부터 일을 벌여 대판 적당히 할 수 없는 게임판 그쯤 하라는 말따윈 쌩까 때려치우고 물어줄 자신 없어 깽값  계란으로 바위 치기라 해도 내가 깨지기 전까진 모르는 법 원래 스릴을 즐기는 편 내 모든 걸 걸만한 목표만을 고르는걸  그냥저냥 저벅저벅저벅 터벅터벅터벅 걸어 또 애꿎은 시간만 버려버려버려 그러니까 주변에서 버럭  그 시간은 시간 시간을 못 벌어 제자리에만 쩔어 뭣도 못 해보고 때려치우고 그만둘 바엔 다 때려 부숴  내 모든 걸 던져 이게 나의 결정 불타는 내 심장은 끌 수 없어 내가 써낼 결말 덮으면 그게 내 마지막 장이 돼 근데 죽어도 내 사전엔  때려쳐의 검색 결과가 없습니다 what  all in 그래 끝장을 보자 all in 그래 끝장을 보자 얼타지 좀 말고 na na na 싫음 빠지라고 la la la all in 난 난 난 난  stand up and show your skills you know the drill 끝까지 남아야지 튀어 대부분 튀어 sometimes you feel like giving up 끝까지 흔들리지 않고 다 제쳐나가면서도 버텨 180도로 we turn the tables  like ehh 쉬지 않고 다 즐겨 더 like ehh do it do it whoo 실패 앞에 깡패 기세 안 꺾여 bang i do it with my gang 손 위로 들고 다 때려 부숴  내 모든 걸 던져 이게 나의 결정 불타는 내 심장은 끌 수 없어 내가 써낼 결말 덮으면 그게 내 마지막 장이 돼 근데 죽어도 내 사전엔  때려쳐의 검색 결과가 없습니다 what  all in 그래 끝장을 보자 all in 그래 끝장을 보자 얼타지 좀 말고 na na na 싫음 빠지라고 la la la all in 난 난 난 난  간당간당하게 간신히 또 넘어가도 hey hey hey 엉망진창 계획표를 보고 또 reset this game whoa ow  뭐가 날 막든 고민 버려 땡 치고 팅 돌아가는 시간이 아까워 가던 대로 가 뭐가 또 맞고 틀렸다를 판단해 당당히 쏟아부어 버려 pour up 때려 박아  내가 잡은 목표의 끈 놓지 않아 꿈을 잡는 사냥꾼 aint nobody do it like me 끝날 때 까지 끝난 게 아니고 이제 난 시작이여  때려쳐의 검색 결과가 없습니다 what  그래 끝장을 보자 그래 끝장을 보자 얼타지 좀 말고 na na na 싫음 빠지라고 la la la all in 난 난 난 난 
178,behindthelight,  처음 모두 만나 인사한 날 기억나 걸음마를 떼는 연습에 우린 아기 엄마처럼 이유식을 만들 듯 뭐든 세심하게 하나하나 다 신경 써 챙겼었던 날 그 열정에 비례한다면 사람들의 반응은 불가능해 반응 없는 그 반응에 반응했다면 상처만 심하게 반응해 아마 이 곡도 없겠지 그저 잠시 목마르네 그때의 설렘을 잊은 듯해 달리 말하면 전에 비해 꽤나 의젓해진 듯해 하다 보니 시간에 쫓겨서 이것에 진 듯해 진득이 진드기마냥 붙어있기엔 지독해 끝이란 해충제 이 압박감에도 내 꿈은 주체 못 해 내 앞이 까매도 내 열정이 손전등이 되어 앞을 밝혀 서로를 비추는 등대가 돼 상황이 바뀌어  다시 감아버리지 말라고 빛이 비춘 곳에 그림자가 서 있으니 돌아보면 그곳에 밝은 빛이 너를 기다릴 거야 am i doing right or not 그땐 솔직하게 불안했었어 근데 지금 우리를 비춰주는 많은 꽃들이 있기에 꽃들이 있기에 불확실하지 않아  one for the fame one for the game 언제라도 좋은이 그들처럼 one for the way im gonna take 어디라도 이 노래 흥얼거려 멀어 더 멀어져 버린다 해도 난 멈추지 못해 어두워 보이는 그림자도 빛이 있어야 존재  우린 하나같이 같은 빛만 보고 달려온 거야 음악이랑 춤 하나로 통한 단순한 형제들의 우애야 후회하지 않아 조금 지쳤더라도 치킨 먹으면서 웃는 게 즐거울 뿐이야 흑과 백이 대비한 세상을 따라가 like crosswalk 그럴 수밖에 없는 일상을 살아가 난 또 맘 편히 그냥 웃자 맘 편히 그저 그런 단순함 쉽게 생각해 그냥 열심히 할 뿐이야 ayy we never give up yeah yeah we never give up yeaheh we never give up yeaheh 절대 포기 않아 oh i believe my family 우리에게 빛이 비치니 다 이겨낼 수 있어 그림자가 우릴 삼켜도 포기 않아 난 wake up 내 기쁜 dreams fade away 숨 못 쉬겠어 내 머리 답답해지네 똑같은 행동을 계속 replay 시간 지나가도 느껴질 수 없네 내 머리속에 colourless voices stepping in 내 마음속에 hopeless choices i know i cant succeed if i feed like this leave like this scarred and feared pain like this yeah  one for the fame one for the game 언제라도 좋은이 그들처럼 one for the way im gonna take 어디라도 이 노래 흥얼거려 멀어 더 멀어져 버린다 해도 난 멈추지 못해 어두워 보이는 그림자도 빛이 있어야 존재  나도 그럴 때 있어 힘들고 지칠 땐 하늘을 바라봐 항상 빛날 수는 없지만 어둠이 있어야 더 빛날 수가 있어  one for the fame one for the game oh oh 언제라도 좋은이 그들처럼 yeah one for the way im gonna take 어디라도 이 노래 흥얼거려 ohoh ohohohoh 멀어 더 멀어져 yeah 버린다 해도 난 멈추지 못해 멀어진다 해도 어두워 보이는 mm 그림자도 빛이 있어야 존재 그림자도 빛이 있어야 존재  one for the fame one for the game 언제라도 좋은이 그들처럼 one for the way im gonna take 어디라도 이 노래 흥얼거려 멀어 더 멀어져 버린다 해도 난 멈추지 못해 어두워 보이는 그림자도 빛이 있어야 존재 
179,blackhole,  어두컴컴한 밤하늘의 빈틈 사이가 느껴져 겨우 찾아낸 두 별들의 깊은 사이가 없어져 다 무너지고 피어나 또 다른 세상 내 눈엔 밝게 빛나고 휘몰아치는 시공간 떨어지는 sky 따뜻하게 날 안아주며  빠져들어 또 너에게 난 네 맘속으로 중력이 시킨 대로 너의 공간 속에 또 갇힌 채로 아무것도 할 수 없는 난데  별 가루 사이에 서로 닿는 순간 i know that baby you are the one 그대와 나의 마음이 별들처럼 서로에게 밝게 비추는데 밤하늘 사이에 찢어지는 공간 우린 멈출 수가 없어 운명이라는 너 분명이라는 나 공허를 흔들리는 소용돌이치며 빛날 거야  ooh  넌 가장 저기 먼 곳에 밝게 자리 잡았고 이끌려 가 난 너에게 그 자리에 빈 공간도 우연인 걸까 인연인 걸까 너와 이 새로움에 빠져들어 가 흩어져 가는 우리 둘의 모습이 더 밝게 우리를 감싸는데  빠져들어 또 너에게 난 네 맘속으로 중력이 시킨 대로 너의 공간 속에 또 갇힌 채로 아무것도 할 수 없는 난데  별 가루 사이에 서로 닿는 순간 i know that baby you are the one 그대와 나의 마음이 별들처럼 서로에게 밝게 비추는데 밤하늘 사이에 찢어지는 공간 우린 멈출 수가 없어 운명이라는 너 분명이라는 나 공허를 흔들리는 소용돌이치며 빛날 거야  
180,brokencompass,  몇백 갈래로 나눠진 길은 항상 답 없지 무한적인 범위로 날 당황시켜 놓지 남들과 달라질까 갸우뚱거리며 눈치 봐 혹여 내 길이 틀리면 괜히 얼굴 붉힐까 언제부터 음악은 내 길에 개입해 날 맘대로 움직여 또 갈 길을 정하고 행동도 다 제 맘대로 하다 실패하면 다시 일어났지 나 포기한 줄 알았던 사람들에게 혀 내밀고 메롱  보물섬이 어딘지도 모른 채 긴 항해에 많은 암초 망망대해 나침반 하나로 내 꿈을 찾아 남과 비교하지 않고 꿈에 다가가 넌 어딜 향해 갈래 주변이 물음 답을 몰라 목적 없는 항해 이젠 그만 헤매야 해 자신의 나침반은 반신반의 바늘이 마구 돌아갈 때 억지로든 아니든 간에 다른 이의 방향감에 따라가네 남들이 다 따라갈 때 난 안 갈래 딴따라라 한다 해도 나의 나침반이 그들 눈에 고장 나 보여도 내 의지대로 움직이네 현실판 jack sparrow jack sparrow  내가 떠 있는 이곳은 그 누구도 항해한 적이 없었대 깊고 어두운 바다 위 처음이라서 두려웠지만 prrah hey  다 떠내려갈 때 우린 거슬러 갈래 바다 위 떠도는 선원 선장이 되는 게 소원 음악이란 바다 남들이 외면해도 외롭지 않아 as long as i stay with my heart 고장 난 나침반을 의지해 가 yeah  어두운 밤 달 밑에 떠 있는 나 저 별과 달이 보여 주려나 나의 항론 대체 어딜 향하나 물음표 대신 느낌표의 확신이 없나 정신 차려 포기 말아 네가 향하는 곳 그래 맞아 그것이 뭔들 네 선택을 믿고 그냥 따라 해낼 거야 널 믿어 and trust you forever yuh 하늘 위로 계속 쳐다봐 쳐다봐 i be dreaming high up in the sky brr 방향 없이 마음 편히 바람 따라가 hey 우릴 믿고 구름 속을 just gotta fly sail across the world this is our time stray kids stay or none were gonna cross the finish line no stopping time when all we see are goals in our sights no turning back push forward rise above the light  내가 떠 있는 이곳은 그 누구도 항해한 적이 없었대 깊고 어두운 바다 위 처음이라서 두려웠지만 prrah hey  다 떠내려갈 때 우린 거슬러 갈래 바다 위 떠도는 선원 선장이 되는 게 소원 음악이란 바다 남들이 외면해도 외롭지 않아 as long as i stay with my heart 고장 난 나침반을 의지해 가 yeah  나 혼자 걸어 다닐 때가 많아 많아 텅 비어있는 바다랑 사막 사막 looking for a road got no place to go like 난 아무것도 보이지 않아 its been a year and its true now call me captain ill do it for my crew now twenty eighteen 그때가 시작 내겐 소중한 내 팀은 내 나침반 딴 배들이 바삐 움직여도 손에 놓여진 나침반 하나로 끝없이 펼쳐진 넓은 이 바닷속에 천천히 조금씩 목표를 향해가  오직 여기서만 볼 수 있는 게 많아 후회하지 마 그래 버텨야만 꿈꾸던 것들 다 볼 수 있어  다 떠내려갈 때 우린 거슬러 갈래 ooh 바다 위 떠도는 선원 선장이 되는 게 소원 음악이란 바다 남들이 외면해도 외롭지 않아 as long as i stay with my heart 고장 난 나침반을 의지해 가 yeah 
